epoch,train_loss,val_loss,lr
1,0.5502375871043415,0.3009398150444031,0.0005
2,0.28294404507034554,0.2236068007349968,0.0005
3,0.24146584620830988,0.25727143466472624,0.0005
4,0.22251290049065242,0.1660066096484661,0.0005
5,0.20394539164523484,0.16508056700229645,0.0005
6,0.19631890519851386,0.18729827627539636,0.0005
7,0.18918834765902673,0.14449262261390686,0.0005
8,0.1810319684445858,0.14019334495067595,0.0005
9,0.17313733348240354,0.14172232374548913,0.0005
10,0.17116218461319554,0.1353410340845585,0.0005
11,0.1657746690780125,0.15080673798918723,0.0005
12,0.1607485432554074,0.12759520322084428,0.0005
13,0.16045497175970863,0.1402169507741928,0.0005
14,0.15128803155024345,0.13166313409805297,0.0005
15,0.15034489168374726,0.14262133590877057,0.0005
16,0.1476150710003996,0.13053078323602677,0.0005
17,0.14515966537599811,0.13243722870945931,0.0005
18,0.14241103320272783,0.13889141008257866,0.00025
19,0.11679423112823606,0.1105413556098938,0.00025
20,0.11346051031065107,0.11794309146702289,0.00025
21,0.10971736675912282,0.11441882938146591,0.00025
22,0.10805273991429344,0.11934790700674057,0.00025
23,0.10527154551317244,0.11376870982348919,0.00025
24,0.10256855303942154,0.11855511359870434,0.00025
25,0.09963756613433361,0.11185097500681877,0.000125
26,0.0852979697939322,0.1107841631770134,0.000125
27,0.08229268420023549,0.10938948974013328,0.000125
28,0.08053582055519276,0.11075502119958401,0.000125
29,0.0783158920670825,0.11015305645763875,0.000125
30,0.07614112743380344,0.11615116961300373,0.000125
31,0.0747175979136367,0.11611923523247242,0.000125
32,0.07256480132979075,0.12198465913534165,0.000125
33,0.071254620966674,0.11933982357382775,6.25e-05
34,0.06324069352463038,0.11080460414290429,6.25e-05
35,0.061295966630306106,0.11217596374452114,6.25e-05
36,0.05920185347523553,0.12085971474647522,6.25e-05
37,0.05837345456309391,0.12560754179954528,6.25e-05
38,0.05686894404429077,0.11873684845864772,6.25e-05
39,0.055337821033090255,0.12290746904909611,3.125e-05
